timestamp,time_label,src_node,dst_node,src_name,dst_name,src_poi,dst_poi,travel_time_s,free_flow_time_s,traffic_delay_s,length_m,congestion_ratio
2026-05-08 08:23:14,rush_morning,v01,v02,Bến Thành,Điện Biên Phủ - Hai BT,commercial,arterial,821,562,72,2452,1.461
2026-05-08 08:23:14,rush_morning,v01,v03,Bến Thành,Vòng xoay Dân Chủ,commercial,roundabout,433,303,0,1767,1.429
2026-05-08 08:23:14,rush_morning,v01,v04,Bến Thành,Lê Văn Sỹ - N.Đ.Chiểu,commercial,residential,738,510,0,2595,1.447
2026-05-08 08:23:14,rush_morning,v01,v05,Bến Thành,CMT8 - Điện Biên Phủ,commercial,arterial,752,534,0,2808,1.408
2026-05-08 08:23:14,rush_morning,v01,v06,Bến Thành,Cầu Sài Gòn,commercial,bridge,1031,785,60,5513,1.313
2026-05-08 08:23:14,rush_morning,v01,v07,Bến Thành,Nguyễn Huệ - Lê Lợi,commercial,commercial,283,250,0,844,1.132
2026-05-08 08:23:14,rush_morning,v01,v08,Bến Thành,Hàm Nghi - Tôn Đức Thắng,commercial,commercial,288,259,0,932,1.112
2026-05-08 08:23:14,rush_morning,v01,v09,Bến Thành,Võ Văn Tần - Nam Kỳ KN,commercial,residential,497,354,0,1918,1.404
2026-05-08 08:23:14,rush_morning,v01,v10,Bến Thành,Pasteur - Lê Duẩn,commercial,mixed,515,382,0,1548,1.348
2026-05-08 08:23:14,rush_morning,v02,v01,Điện Biên Phủ - Hai BT,Bến Thành,arterial,commercial,788,459,197,2435,1.717
2026-05-08 08:23:14,rush_morning,v02,v03,Điện Biên Phủ - Hai BT,Vòng xoay Dân Chủ,arterial,roundabout,634,311,239,1469,2.039
2026-05-08 08:23:14,rush_morning,v02,v04,Điện Biên Phủ - Hai BT,Lê Văn Sỹ - N.Đ.Chiểu,arterial,residential,206,114,63,531,1.807
2026-05-08 08:23:14,rush_morning,v02,v05,Điện Biên Phủ - Hai BT,CMT8 - Điện Biên Phủ,arterial,arterial,419,255,63,1448,1.643
2026-05-08 08:23:14,rush_morning,v02,v06,Điện Biên Phủ - Hai BT,Cầu Sài Gòn,arterial,bridge,764,525,133,4405,1.455
2026-05-08 08:23:14,rush_morning,v02,v07,Điện Biên Phủ - Hai BT,Nguyễn Huệ - Lê Lợi,arterial,commercial,825,504,197,2387,1.637
2026-05-08 08:23:14,rush_morning,v02,v08,Điện Biên Phủ - Hai BT,Hàm Nghi - Tôn Đức Thắng,arterial,commercial,900,576,197,2618,1.562
2026-05-08 08:23:14,rush_morning,v02,v09,Điện Biên Phủ - Hai BT,Võ Văn Tần - Nam Kỳ KN,arterial,residential,459,282,63,1354,1.628
2026-05-08 08:23:14,rush_morning,v02,v10,Điện Biên Phủ - Hai BT,Pasteur - Lê Duẩn,arterial,mixed,502,247,197,1217,2.032
2026-05-08 08:23:14,rush_morning,v03,v01,Vòng xoay Dân Chủ,Bến Thành,roundabout,commercial,456,297,0,1529,1.535
2026-05-08 08:23:14,rush_morning,v03,v02,Vòng xoay Dân Chủ,Điện Biên Phủ - Hai BT,roundabout,arterial,437,251,5,1170,1.741
2026-05-08 08:23:14,rush_morning,v03,v04,Vòng xoay Dân Chủ,Lê Văn Sỹ - N.Đ.Chiểu,roundabout,residential,388,216,13,1074,1.796
2026-05-08 08:23:14,rush_morning,v03,v05,Vòng xoay Dân Chủ,CMT8 - Điện Biên Phủ,roundabout,arterial,531,371,5,2003,1.431
2026-05-08 08:23:14,rush_morning,v03,v06,Vòng xoay Dân Chủ,Cầu Sài Gòn,roundabout,bridge,894,652,0,5174,1.371
