timestamp,time_label,src_node,dst_node,src_name,dst_name,src_poi,dst_poi,travel_time_s,free_flow_time_s,traffic_delay_s,length_m,congestion_ratio
2026-05-09 13:22:39,normal,v01,v02,Bến Thành,Điện Biên Phủ - Hai BT,commercial,arterial,800,635,0,2546,1.26
2026-05-09 13:22:39,normal,v01,v03,Bến Thành,Vòng xoay Dân Chủ,commercial,roundabout,453,303,0,1767,1.495
2026-05-09 13:22:39,normal,v01,v04,Bến Thành,Lê Văn Sỹ - N.Đ.Chiểu,commercial,residential,722,545,0,2400,1.325
2026-05-09 13:22:39,normal,v01,v05,Bến Thành,CMT8 - Điện Biên Phủ,commercial,arterial,725,508,0,2773,1.427
2026-05-09 13:22:39,normal,v01,v06,Bến Thành,Cầu Sài Gòn,commercial,bridge,935,789,0,5530,1.185
2026-05-09 13:22:39,normal,v01,v07,Bến Thành,Nguyễn Huệ - Lê Lợi,commercial,commercial,299,250,0,844,1.196
2026-05-09 13:22:39,normal,v01,v08,Bến Thành,Hàm Nghi - Tôn Đức Thắng,commercial,commercial,351,264,0,1180,1.33
2026-05-09 13:22:39,normal,v01,v09,Bến Thành,Võ Văn Tần - Nam Kỳ KN,commercial,residential,508,354,0,1918,1.435
2026-05-09 13:22:39,normal,v01,v10,Bến Thành,Pasteur - Lê Duẩn,commercial,mixed,517,424,0,1636,1.219
2026-05-09 13:22:39,normal,v02,v01,Điện Biên Phủ - Hai BT,Bến Thành,arterial,commercial,700,459,99,2435,1.525
2026-05-09 13:22:39,normal,v02,v03,Điện Biên Phủ - Hai BT,Vòng xoay Dân Chủ,arterial,roundabout,511,311,99,1469,1.643
2026-05-09 13:22:39,normal,v02,v04,Điện Biên Phủ - Hai BT,Lê Văn Sỹ - N.Đ.Chiểu,arterial,residential,149,114,0,531,1.307
2026-05-09 13:22:39,normal,v02,v05,Điện Biên Phủ - Hai BT,CMT8 - Điện Biên Phủ,arterial,arterial,331,255,0,1448,1.298
2026-05-09 13:22:39,normal,v02,v06,Điện Biên Phủ - Hai BT,Cầu Sài Gòn,arterial,bridge,733,525,133,4405,1.396
2026-05-09 13:22:39,normal,v02,v07,Điện Biên Phủ - Hai BT,Nguyễn Huệ - Lê Lợi,arterial,commercial,684,504,99,2387,1.357
2026-05-09 13:22:39,normal,v02,v08,Điện Biên Phủ - Hai BT,Hàm Nghi - Tôn Đức Thắng,arterial,commercial,766,576,99,2618,1.33
2026-05-09 13:22:39,normal,v02,v09,Điện Biên Phủ - Hai BT,Võ Văn Tần - Nam Kỳ KN,arterial,residential,376,282,0,1354,1.333
2026-05-09 13:22:39,normal,v02,v10,Điện Biên Phủ - Hai BT,Pasteur - Lê Duẩn,arterial,mixed,398,247,99,1217,1.611
2026-05-09 13:22:39,normal,v03,v01,Vòng xoay Dân Chủ,Bến Thành,roundabout,commercial,411,297,0,1529,1.384
2026-05-09 13:22:39,normal,v03,v02,Vòng xoay Dân Chủ,Điện Biên Phủ - Hai BT,roundabout,arterial,372,251,0,1170,1.482
2026-05-09 13:22:39,normal,v03,v04,Vòng xoay Dân Chủ,Lê Văn Sỹ - N.Đ.Chiểu,roundabout,residential,308,216,0,1074,1.426
2026-05-09 13:22:39,normal,v03,v05,Vòng xoay Dân Chủ,CMT8 - Điện Biên Phủ,roundabout,arterial,488,371,0,2003,1.315
2026-05-09 13:22:39,normal,v03,v06,Vòng xoay Dân Chủ,Cầu Sài Gòn,roundabout,bridge,775,652,0,5174,1.189
2026-05-09 13:22:39,normal,v03,v07,Vòng xoay Dân Chủ,Nguyễn Huệ - Lê Lợi,roundabout,commercial,394,342,0,1481,1.152
2026-05-09 13:22:39,normal,v03,v08,Vòng xoay Dân Chủ,Hàm Nghi - Tôn Đức Thắng,roundabout,commercial,475,413,0,1712,1.15
2026-05-09 13:22:39,normal,v03,v09,Vòng xoay Dân Chủ,Võ Văn Tần - Nam Kỳ KN,roundabout,residential,204,158,0,756,1.291
2026-05-09 13:22:39,normal,v03,v10,Vòng xoay Dân Chủ,Pasteur - Lê Duẩn,roundabout,mixed,87,63,0,311,1.381
2026-05-09 13:22:39,normal,v04,v01,Lê Văn Sỹ - N.Đ.Chiểu,Bến Thành,residential,commercial,635,422,0,2185,1.505
2026-05-09 13:22:39,normal,v04,v02,Lê Văn Sỹ - N.Đ.Chiểu,Điện Biên Phủ - Hai BT,residential,arterial,398,280,0,1216,1.421
2026-05-09 13:22:39,normal,v04,v03,Lê Văn Sỹ - N.Đ.Chiểu,Vòng xoay Dân Chủ,residential,roundabout,393,262,0,1294,1.5
2026-05-09 13:22:39,normal,v04,v05,Lê Văn Sỹ - N.Đ.Chiểu,CMT8 - Điện Biên Phủ,residential,arterial,182,142,0,917,1.282
2026-05-09 13:22:39,normal,v04,v06,Lê Văn Sỹ - N.Đ.Chiểu,Cầu Sài Gòn,residential,bridge,881,703,0,5234,1.253
2026-05-09 13:22:39,normal,v04,v07,Lê Văn Sỹ - N.Đ.Chiểu,Nguyễn Huệ - Lê Lợi,residential,commercial,752,543,0,2633,1.385
2026-05-09 13:22:39,normal,v04,v08,Lê Văn Sỹ - N.Đ.Chiểu,Hàm Nghi - Tôn Đức Thắng,residential,commercial,820,552,0,2721,1.486
2026-05-09 13:22:39,normal,v04,v09,Lê Văn Sỹ - N.Đ.Chiểu,Võ Văn Tần - Nam Kỳ KN,residential,residential,228,169,0,823,1.349
