timestamp,time_label,src_node,dst_node,src_name,dst_name,src_poi,dst_poi,travel_time_s,free_flow_time_s,traffic_delay_s,length_m,congestion_ratio
2026-05-09 09:36:01,rush_morning,v01,v02,Bến Thành,Điện Biên Phủ - Hai BT,commercial,arterial,737,562,0,2452,1.311
2026-05-09 09:36:01,rush_morning,v01,v03,Bến Thành,Vòng xoay Dân Chủ,commercial,roundabout,402,303,0,1767,1.327
2026-05-09 09:36:01,rush_morning,v01,v04,Bến Thành,Lê Văn Sỹ - N.Đ.Chiểu,commercial,residential,678,503,0,2311,1.348
2026-05-09 09:36:01,rush_morning,v01,v05,Bến Thành,CMT8 - Điện Biên Phủ,commercial,arterial,673,508,0,2773,1.325
2026-05-09 09:36:01,rush_morning,v01,v06,Bến Thành,Cầu Sài Gòn,commercial,bridge,894,789,0,5530,1.133
2026-05-09 09:36:01,rush_morning,v01,v07,Bến Thành,Nguyễn Huệ - Lê Lợi,commercial,commercial,283,250,0,844,1.132
2026-05-09 09:36:01,rush_morning,v01,v08,Bến Thành,Hàm Nghi - Tôn Đức Thắng,commercial,commercial,320,264,0,1180,1.212
2026-05-09 09:36:01,rush_morning,v01,v09,Bến Thành,Võ Văn Tần - Nam Kỳ KN,commercial,residential,458,354,0,1918,1.294
2026-05-09 09:36:01,rush_morning,v01,v10,Bến Thành,Pasteur - Lê Duẩn,commercial,mixed,482,368,0,1548,1.31
2026-05-09 09:36:01,rush_morning,v02,v01,Điện Biên Phủ - Hai BT,Bến Thành,arterial,commercial,663,490,0,2426,1.353
2026-05-09 09:36:01,rush_morning,v02,v03,Điện Biên Phủ - Hai BT,Vòng xoay Dân Chủ,arterial,roundabout,478,342,0,1460,1.398
2026-05-09 09:36:01,rush_morning,v02,v04,Điện Biên Phủ - Hai BT,Lê Văn Sỹ - N.Đ.Chiểu,arterial,residential,149,114,0,531,1.307
2026-05-09 09:36:01,rush_morning,v02,v05,Điện Biên Phủ - Hai BT,CMT8 - Điện Biên Phủ,arterial,arterial,333,255,0,1448,1.306
