timestamp,time_label,src_node,dst_node,src_name,dst_name,src_poi,dst_poi,travel_time_s,free_flow_time_s,traffic_delay_s,length_m,congestion_ratio
2026-05-08 15:36:46,normal,v01,v02,Bến Thành,Điện Biên Phủ - Hai BT,commercial,arterial,1029,562,154,2452,1.831
2026-05-08 15:36:46,normal,v01,v03,Bến Thành,Vòng xoay Dân Chủ,commercial,roundabout,553,303,73,1767,1.825
2026-05-08 15:36:46,normal,v01,v04,Bến Thành,Lê Văn Sỹ - N.Đ.Chiểu,commercial,residential,916,510,34,2595,1.796
2026-05-08 15:36:46,normal,v01,v05,Bến Thành,CMT8 - Điện Biên Phủ,commercial,arterial,948,534,0,2808,1.775
2026-05-08 15:36:46,normal,v01,v06,Bến Thành,Cầu Sài Gòn,commercial,bridge,1028,789,0,5530,1.303
2026-05-08 15:36:46,normal,v01,v07,Bến Thành,Nguyễn Huệ - Lê Lợi,commercial,commercial,321,250,0,844,1.284
2026-05-08 15:36:46,normal,v01,v08,Bến Thành,Hàm Nghi - Tôn Đức Thắng,commercial,commercial,354,264,0,1180,1.341
2026-05-08 15:36:46,normal,v01,v09,Bến Thành,Võ Văn Tần - Nam Kỳ KN,commercial,residential,595,354,0,1918,1.681
2026-05-08 15:36:46,normal,v01,v10,Bến Thành,Pasteur - Lê Duẩn,commercial,mixed,602,382,26,1548,1.576
2026-05-08 15:36:46,normal,v02,v01,Điện Biên Phủ - Hai BT,Bến Thành,arterial,commercial,772,453,0,2320,1.704
2026-05-08 15:36:46,normal,v02,v03,Điện Biên Phủ - Hai BT,Vòng xoay Dân Chủ,arterial,roundabout,647,376,73,1825,1.721
2026-05-08 15:36:46,normal,v02,v04,Điện Biên Phủ - Hai BT,Lê Văn Sỹ - N.Đ.Chiểu,arterial,residential,163,114,0,531,1.43
2026-05-08 15:36:46,normal,v02,v05,Điện Biên Phủ - Hai BT,CMT8 - Điện Biên Phủ,arterial,arterial,378,255,0,1448,1.482
2026-05-08 15:36:46,normal,v02,v06,Điện Biên Phủ - Hai BT,Cầu Sài Gòn,arterial,bridge,739,525,0,4405,1.408
2026-05-08 15:36:46,normal,v02,v07,Điện Biên Phủ - Hai BT,Nguyễn Huệ - Lê Lợi,arterial,commercial,786,497,0,2272,1.581
2026-05-08 15:36:46,normal,v02,v08,Điện Biên Phủ - Hai BT,Hàm Nghi - Tôn Đức Thắng,arterial,commercial,864,569,0,2503,1.518
2026-05-08 15:36:46,normal,v02,v09,Điện Biên Phủ - Hai BT,Võ Văn Tần - Nam Kỳ KN,arterial,residential,439,282,0,1354,1.557
2026-05-08 15:36:46,normal,v02,v10,Điện Biên Phủ - Hai BT,Pasteur - Lê Duẩn,arterial,mixed,463,247,26,1217,1.874
2026-05-08 15:36:46,normal,v03,v01,Vòng xoay Dân Chủ,Bến Thành,roundabout,commercial,480,297,50,1529,1.616
2026-05-08 15:36:46,normal,v03,v02,Vòng xoay Dân Chủ,Điện Biên Phủ - Hai BT,roundabout,arterial,579,252,250,1201,2.298
2026-05-08 15:36:46,normal,v03,v04,Vòng xoay Dân Chủ,Lê Văn Sỹ - N.Đ.Chiểu,roundabout,residential,723,216,457,1074,3.347
2026-05-08 15:36:46,normal,v03,v05,Vòng xoay Dân Chủ,CMT8 - Điện Biên Phủ,roundabout,arterial,703,369,86,2009,1.905
2026-05-08 15:36:46,normal,v03,v06,Vòng xoay Dân Chủ,Cầu Sài Gòn,roundabout,bridge,895,652,96,5174,1.373
2026-05-08 15:36:46,normal,v03,v07,Vòng xoay Dân Chủ,Nguyễn Huệ - Lê Lợi,roundabout,commercial,494,342,50,1481,1.444
2026-05-08 15:36:46,normal,v03,v08,Vòng xoay Dân Chủ,Hàm Nghi - Tôn Đức Thắng,roundabout,commercial,573,413,50,1712,1.387
2026-05-08 15:36:46,normal,v03,v09,Vòng xoay Dân Chủ,Võ Văn Tần - Nam Kỳ KN,roundabout,residential,339,183,86,757,1.852
2026-05-08 15:36:46,normal,v03,v10,Vòng xoay Dân Chủ,Pasteur - Lê Duẩn,roundabout,mixed,140,63,77,311,2.222
2026-05-08 15:36:46,normal,v04,v01,Lê Văn Sỹ - N.Đ.Chiểu,Bến Thành,residential,commercial,722,422,44,2185,1.711
2026-05-08 15:36:46,normal,v04,v02,Lê Văn Sỹ - N.Đ.Chiểu,Điện Biên Phủ - Hai BT,residential,arterial,554,263,169,1215,2.106
2026-05-08 15:36:46,normal,v04,v03,Lê Văn Sỹ - N.Đ.Chiểu,Vòng xoay Dân Chủ,residential,roundabout,484,262,73,1294,1.847
2026-05-08 15:36:46,normal,v04,v05,Lê Văn Sỹ - N.Đ.Chiểu,CMT8 - Điện Biên Phủ,residential,arterial,215,142,0,917,1.514
2026-05-08 15:36:46,normal,v04,v06,Lê Văn Sỹ - N.Đ.Chiểu,Cầu Sài Gòn,residential,bridge,1073,685,169,5233,1.566
2026-05-08 15:36:46,normal,v04,v07,Lê Văn Sỹ - N.Đ.Chiểu,Nguyễn Huệ - Lê Lợi,residential,commercial,877,543,67,2633,1.615
2026-05-08 15:36:46,normal,v04,v08,Lê Văn Sỹ - N.Đ.Chiểu,Hàm Nghi - Tôn Đức Thắng,residential,commercial,904,552,44,2721,1.638
2026-05-08 15:36:46,normal,v04,v09,Lê Văn Sỹ - N.Đ.Chiểu,Võ Văn Tần - Nam Kỳ KN,residential,residential,276,169,0,823,1.633
2026-05-08 15:36:46,normal,v04,v10,Lê Văn Sỹ - N.Đ.Chiểu,Pasteur - Lê Duẩn,residential,mixed,682,326,195,1604,2.092
2026-05-08 15:36:46,normal,v05,v01,CMT8 - Điện Biên Phủ,Bến Thành,arterial,commercial,1015,475,219,2667,2.137
2026-05-08 15:36:46,normal,v05,v02,CMT8 - Điện Biên Phủ,Điện Biên Phủ - Hai BT,arterial,arterial,447,225,0,1294,1.987
2026-05-08 15:36:46,normal,v05,v03,CMT8 - Điện Biên Phủ,Vòng xoay Dân Chủ,arterial,roundabout,801,395,211,2082,2.028
2026-05-08 15:36:46,normal,v05,v04,CMT8 - Điện Biên Phủ,Lê Văn Sỹ - N.Đ.Chiểu,arterial,residential,495,269,103,1305,1.84
2026-05-08 15:36:46,normal,v05,v06,CMT8 - Điện Biên Phủ,Cầu Sài Gòn,arterial,bridge,1022,804,0,5961,1.271
2026-05-08 15:36:46,normal,v05,v07,CMT8 - Điện Biên Phủ,Nguyễn Huệ - Lê Lợi,arterial,commercial,1162,676,161,3421,1.719
2026-05-08 15:36:46,normal,v05,v08,CMT8 - Điện Biên Phủ,Hàm Nghi - Tôn Đức Thắng,arterial,commercial,1197,605,219,3203,1.979
2026-05-08 15:36:46,normal,v05,v09,CMT8 - Điện Biên Phủ,Võ Văn Tần - Nam Kỳ KN,arterial,residential,560,302,98,1612,1.854
2026-05-08 15:36:46,normal,v05,v10,CMT8 - Điện Biên Phủ,Pasteur - Lê Duẩn,arterial,mixed,869,475,0,2391,1.829
2026-05-08 15:36:46,normal,v06,v01,Cầu Sài Gòn,Bến Thành,bridge,commercial,1167,879,0,5617,1.328
2026-05-08 15:36:46,normal,v06,v02,Cầu Sài Gòn,Điện Biên Phủ - Hai BT,bridge,arterial,826,589,0,4972,1.402
2026-05-08 15:36:46,normal,v06,v03,Cầu Sài Gòn,Vòng xoay Dân Chủ,bridge,roundabout,1201,849,78,5962,1.415
2026-05-08 15:36:46,normal,v06,v04,Cầu Sài Gòn,Lê Văn Sỹ - N.Đ.Chiểu,bridge,residential,909,653,0,5393,1.392
2026-05-08 15:36:46,normal,v06,v05,Cầu Sài Gòn,CMT8 - Điện Biên Phủ,bridge,arterial,1128,795,0,6311,1.419
2026-05-08 15:36:46,normal,v06,v07,Cầu Sài Gòn,Nguyễn Huệ - Lê Lợi,bridge,commercial,1079,832,0,5140,1.297
2026-05-08 15:36:46,normal,v06,v08,Cầu Sài Gòn,Hàm Nghi - Tôn Đức Thắng,bridge,commercial,963,743,0,5142,1.296
2026-05-08 15:36:46,normal,v06,v09,Cầu Sài Gòn,Võ Văn Tần - Nam Kỳ KN,bridge,residential,1141,775,119,5775,1.472
2026-05-08 15:36:46,normal,v06,v10,Cầu Sài Gòn,Pasteur - Lê Duẩn,bridge,mixed,968,731,0,4846,1.324
2026-05-08 15:36:46,normal,v07,v01,Nguyễn Huệ - Lê Lợi,Bến Thành,commercial,commercial,336,217,0,890,1.548
2026-05-08 15:36:46,normal,v07,v02,Nguyễn Huệ - Lê Lợi,Điện Biên Phủ - Hai BT,commercial,arterial,996,540,154,2416,1.844
2026-05-08 15:36:46,normal,v07,v03,Nguyễn Huệ - Lê Lợi,Vòng xoay Dân Chủ,commercial,roundabout,784,466,113,2336,1.682
2026-05-08 15:36:46,normal,v07,v04,Nguyễn Huệ - Lê Lợi,Lê Văn Sỹ - N.Đ.Chiểu,commercial,residential,1019,597,142,2679,1.707
2026-05-08 15:36:46,normal,v07,v05,Nguyễn Huệ - Lê Lợi,CMT8 - Điện Biên Phủ,commercial,arterial,1139,634,81,3210,1.797
2026-05-08 15:36:46,normal,v07,v06,Nguyễn Huệ - Lê Lợi,Cầu Sài Gòn,commercial,bridge,892,720,0,4751,1.239
2026-05-08 15:36:46,normal,v07,v08,Nguyễn Huệ - Lê Lợi,Hàm Nghi - Tôn Đức Thắng,commercial,commercial,79,72,0,231,1.097
2026-05-08 15:36:46,normal,v07,v09,Nguyễn Huệ - Lê Lợi,Võ Văn Tần - Nam Kỳ KN,commercial,residential,751,449,63,1958,1.673
2026-05-08 15:36:46,normal,v07,v10,Nguyễn Huệ - Lê Lợi,Pasteur - Lê Duẩn,commercial,mixed,564,361,0,1512,1.562
2026-05-08 15:36:46,normal,v08,v01,Hàm Nghi - Tôn Đức Thắng,Bến Thành,commercial,commercial,391,260,0,1033,1.504
2026-05-08 15:36:46,normal,v08,v02,Hàm Nghi - Tôn Đức Thắng,Điện Biên Phủ - Hai BT,commercial,arterial,1042,615,168,2565,1.694
2026-05-08 15:36:46,normal,v08,v03,Hàm Nghi - Tôn Đức Thắng,Vòng xoay Dân Chủ,commercial,roundabout,731,486,0,2405,1.504
2026-05-08 15:36:46,normal,v08,v04,Hàm Nghi - Tôn Đức Thắng,Lê Văn Sỹ - N.Đ.Chiểu,commercial,residential,1075,640,142,2822,1.68
2026-05-08 15:36:46,normal,v08,v05,Hàm Nghi - Tôn Đức Thắng,CMT8 - Điện Biên Phủ,commercial,arterial,1194,677,81,3354,1.764
2026-05-08 15:36:46,normal,v08,v06,Hàm Nghi - Tôn Đức Thắng,Cầu Sài Gòn,commercial,bridge,937,697,105,4585,1.344
2026-05-08 15:36:46,normal,v08,v07,Hàm Nghi - Tôn Đức Thắng,Nguyễn Huệ - Lê Lợi,commercial,commercial,311,236,0,863,1.318
2026-05-08 15:36:46,normal,v08,v09,Hàm Nghi - Tôn Đức Thắng,Võ Văn Tần - Nam Kỳ KN,commercial,residential,805,492,63,2101,1.636
2026-05-08 15:36:46,normal,v08,v10,Hàm Nghi - Tôn Đức Thắng,Pasteur - Lê Duẩn,commercial,mixed,618,404,0,1655,1.53
