timestamp,time_label,src_node,dst_node,src_name,dst_name,src_poi,dst_poi,travel_time_s,free_flow_time_s,traffic_delay_s,length_m,congestion_ratio
2026-05-08 09:02:49,rush_morning,v01,v02,Bến Thành,Điện Biên Phủ - Hai BT,commercial,arterial,823,593,25,2458,1.388
2026-05-08 09:02:49,rush_morning,v01,v03,Bến Thành,Vòng xoay Dân Chủ,commercial,roundabout,441,303,0,1767,1.455
2026-05-08 09:02:49,rush_morning,v01,v04,Bến Thành,Lê Văn Sỹ - N.Đ.Chiểu,commercial,residential,778,503,0,2311,1.547
2026-05-08 09:02:49,rush_morning,v01,v05,Bến Thành,CMT8 - Điện Biên Phủ,commercial,arterial,751,508,0,2773,1.478
2026-05-08 09:02:49,rush_morning,v01,v06,Bến Thành,Cầu Sài Gòn,commercial,bridge,971,789,33,5530,1.231
2026-05-08 09:02:49,rush_morning,v01,v07,Bến Thành,Nguyễn Huệ - Lê Lợi,commercial,commercial,289,250,0,844,1.156
2026-05-08 09:02:49,rush_morning,v01,v08,Bến Thành,Hàm Nghi - Tôn Đức Thắng,commercial,commercial,296,259,0,932,1.143
2026-05-08 09:02:49,rush_morning,v01,v09,Bến Thành,Võ Văn Tần - Nam Kỳ KN,commercial,residential,505,354,0,1918,1.427
2026-05-08 09:02:49,rush_morning,v01,v10,Bến Thành,Pasteur - Lê Duẩn,commercial,mixed,527,382,0,1548,1.38
2026-05-08 09:02:49,rush_morning,v02,v01,Điện Biên Phủ - Hai BT,Bến Thành,arterial,commercial,848,459,220,2435,1.847
2026-05-08 09:02:49,rush_morning,v02,v03,Điện Biên Phủ - Hai BT,Vòng xoay Dân Chủ,arterial,roundabout,599,317,147,1496,1.89
2026-05-08 09:02:49,rush_morning,v02,v04,Điện Biên Phủ - Hai BT,Lê Văn Sỹ - N.Đ.Chiểu,arterial,residential,170,114,0,531,1.491
2026-05-08 09:02:49,rush_morning,v02,v05,Điện Biên Phủ - Hai BT,CMT8 - Điện Biên Phủ,arterial,arterial,377,255,16,1448,1.478
2026-05-08 09:02:49,rush_morning,v02,v06,Điện Biên Phủ - Hai BT,Cầu Sài Gòn,arterial,bridge,813,525,189,4405,1.549
2026-05-08 09:02:49,rush_morning,v02,v07,Điện Biên Phủ - Hai BT,Nguyễn Huệ - Lê Lợi,arterial,commercial,873,504,220,2387,1.732
2026-05-08 09:02:49,rush_morning,v02,v08,Điện Biên Phủ - Hai BT,Hàm Nghi - Tôn Đức Thắng,arterial,commercial,949,576,220,2618,1.648
2026-05-08 09:02:49,rush_morning,v02,v09,Điện Biên Phủ - Hai BT,Võ Văn Tần - Nam Kỳ KN,arterial,residential,460,277,56,1356,1.661
2026-05-08 09:02:49,rush_morning,v02,v10,Điện Biên Phủ - Hai BT,Pasteur - Lê Duẩn,arterial,mixed,551,247,220,1217,2.231
2026-05-08 09:02:49,rush_morning,v03,v01,Vòng xoay Dân Chủ,Bến Thành,roundabout,commercial,450,297,0,1529,1.515
