timestamp,time_label,src_node,dst_node,src_name,dst_name,src_poi,dst_poi,travel_time_s,free_flow_time_s,traffic_delay_s,length_m,congestion_ratio
2026-05-10 08:10:43,rush_morning,v01,v02,Bến Thành,Điện Biên Phủ - Hai BT,commercial,arterial,641,537,0,2407,1.194
2026-05-10 08:10:43,rush_morning,v01,v03,Bến Thành,Vòng xoay Dân Chủ,commercial,roundabout,360,303,0,1767,1.188
2026-05-10 08:10:43,rush_morning,v01,v04,Bến Thành,Lê Văn Sỹ - N.Đ.Chiểu,commercial,residential,591,503,0,2311,1.175
2026-05-10 08:10:43,rush_morning,v01,v05,Bến Thành,CMT8 - Điện Biên Phủ,commercial,arterial,602,508,0,2773,1.185
2026-05-10 08:10:43,rush_morning,v01,v06,Bến Thành,Cầu Sài Gòn,commercial,bridge,866,799,0,5832,1.084
2026-05-10 08:10:43,rush_morning,v01,v07,Bến Thành,Nguyễn Huệ - Lê Lợi,commercial,commercial,266,250,0,844,1.064
2026-05-10 08:10:43,rush_morning,v01,v08,Bến Thành,Hàm Nghi - Tôn Đức Thắng,commercial,commercial,291,259,0,932,1.124
2026-05-10 08:10:43,rush_morning,v01,v09,Bến Thành,Võ Văn Tần - Nam Kỳ KN,commercial,residential,426,354,0,1918,1.203
2026-05-10 08:10:43,rush_morning,v01,v10,Bến Thành,Pasteur - Lê Duẩn,commercial,mixed,432,368,0,1548,1.174
2026-05-10 08:10:43,rush_morning,v02,v01,Điện Biên Phủ - Hai BT,Bến Thành,arterial,commercial,543,459,0,2435,1.183
2026-05-10 08:10:43,rush_morning,v02,v03,Điện Biên Phủ - Hai BT,Vòng xoay Dân Chủ,arterial,roundabout,363,311,0,1469,1.167
2026-05-10 08:10:43,rush_morning,v02,v04,Điện Biên Phủ - Hai BT,Lê Văn Sỹ - N.Đ.Chiểu,arterial,residential,131,114,0,531,1.149
2026-05-10 08:10:43,rush_morning,v02,v05,Điện Biên Phủ - Hai BT,CMT8 - Điện Biên Phủ,arterial,arterial,308,255,0,1448,1.208
2026-05-10 08:10:43,rush_morning,v02,v06,Điện Biên Phủ - Hai BT,Cầu Sài Gòn,arterial,bridge,569,525,0,4405,1.084
2026-05-10 08:10:43,rush_morning,v02,v07,Điện Biên Phủ - Hai BT,Nguyễn Huệ - Lê Lợi,arterial,commercial,551,484,0,2270,1.138
2026-05-10 08:10:43,rush_morning,v02,v08,Điện Biên Phủ - Hai BT,Hàm Nghi - Tôn Đức Thắng,arterial,commercial,629,556,0,2501,1.131
2026-05-10 08:10:43,rush_morning,v02,v09,Điện Biên Phủ - Hai BT,Võ Văn Tần - Nam Kỳ KN,arterial,residential,301,232,0,1274,1.297
2026-05-10 08:10:43,rush_morning,v02,v10,Điện Biên Phủ - Hai BT,Pasteur - Lê Duẩn,arterial,mixed,276,247,0,1217,1.117
2026-05-10 08:10:43,rush_morning,v03,v01,Vòng xoay Dân Chủ,Bến Thành,roundabout,commercial,357,297,0,1529,1.202
2026-05-10 08:10:43,rush_morning,v03,v02,Vòng xoay Dân Chủ,Điện Biên Phủ - Hai BT,roundabout,arterial,288,252,0,1201,1.143
2026-05-10 08:10:43,rush_morning,v03,v04,Vòng xoay Dân Chủ,Lê Văn Sỹ - N.Đ.Chiểu,roundabout,residential,247,216,0,1074,1.144
2026-05-10 08:10:43,rush_morning,v03,v05,Vòng xoay Dân Chủ,CMT8 - Điện Biên Phủ,roundabout,arterial,424,358,0,1991,1.184
2026-05-10 08:10:43,rush_morning,v03,v06,Vòng xoay Dân Chủ,Cầu Sài Gòn,roundabout,bridge,697,652,0,5174,1.069
2026-05-10 08:10:43,rush_morning,v03,v07,Vòng xoay Dân Chủ,Nguyễn Huệ - Lê Lợi,roundabout,commercial,376,342,0,1481,1.099
2026-05-10 08:10:43,rush_morning,v03,v08,Vòng xoay Dân Chủ,Hàm Nghi - Tôn Đức Thắng,roundabout,commercial,454,413,0,1712,1.099
2026-05-10 08:10:43,rush_morning,v03,v09,Vòng xoay Dân Chủ,Võ Văn Tần - Nam Kỳ KN,roundabout,residential,186,158,0,756,1.177
2026-05-10 08:10:43,rush_morning,v03,v10,Vòng xoay Dân Chủ,Pasteur - Lê Duẩn,roundabout,mixed,71,63,0,311,1.127
2026-05-10 08:10:43,rush_morning,v04,v01,Lê Văn Sỹ - N.Đ.Chiểu,Bến Thành,residential,commercial,501,422,0,2185,1.187
2026-05-10 08:10:43,rush_morning,v04,v02,Lê Văn Sỹ - N.Đ.Chiểu,Điện Biên Phủ - Hai BT,residential,arterial,311,263,0,1215,1.183
2026-05-10 08:10:43,rush_morning,v04,v03,Lê Văn Sỹ - N.Đ.Chiểu,Vòng xoay Dân Chủ,residential,roundabout,293,262,0,1294,1.118
2026-05-10 08:10:43,rush_morning,v04,v05,Lê Văn Sỹ - N.Đ.Chiểu,CMT8 - Điện Biên Phủ,residential,arterial,176,142,0,917,1.239
2026-05-10 08:10:43,rush_morning,v04,v06,Lê Văn Sỹ - N.Đ.Chiểu,Cầu Sài Gòn,residential,bridge,757,685,0,5233,1.105
2026-05-10 08:10:43,rush_morning,v04,v07,Lê Văn Sỹ - N.Đ.Chiểu,Nguyễn Huệ - Lê Lợi,residential,commercial,613,543,0,2633,1.129
2026-05-10 08:10:43,rush_morning,v04,v08,Lê Văn Sỹ - N.Đ.Chiểu,Hàm Nghi - Tôn Đức Thắng,residential,commercial,639,552,0,2721,1.158
2026-05-10 08:10:43,rush_morning,v04,v09,Lê Văn Sỹ - N.Đ.Chiểu,Võ Văn Tần - Nam Kỳ KN,residential,residential,188,169,0,823,1.112
2026-05-10 08:10:43,rush_morning,v04,v10,Lê Văn Sỹ - N.Đ.Chiểu,Pasteur - Lê Duẩn,residential,mixed,364,326,0,1604,1.117
2026-05-10 08:10:43,rush_morning,v05,v01,CMT8 - Điện Biên Phủ,Bến Thành,arterial,commercial,664,475,0,2667,1.398
2026-05-10 08:10:43,rush_morning,v05,v02,CMT8 - Điện Biên Phủ,Điện Biên Phủ - Hai BT,arterial,arterial,297,225,0,1294,1.32
2026-05-10 08:10:43,rush_morning,v05,v03,CMT8 - Điện Biên Phủ,Vòng xoay Dân Chủ,arterial,roundabout,473,334,0,1776,1.416
2026-05-10 08:10:43,rush_morning,v05,v04,CMT8 - Điện Biên Phủ,Lê Văn Sỹ - N.Đ.Chiểu,arterial,residential,355,269,0,1305,1.32
2026-05-10 08:10:43,rush_morning,v05,v06,CMT8 - Điện Biên Phủ,Cầu Sài Gòn,arterial,bridge,868,750,0,5699,1.157
2026-05-10 08:10:43,rush_morning,v05,v07,CMT8 - Điện Biên Phủ,Nguyễn Huệ - Lê Lợi,arterial,commercial,776,597,0,3115,1.3
2026-05-10 08:10:43,rush_morning,v05,v08,CMT8 - Điện Biên Phủ,Hàm Nghi - Tôn Đức Thắng,arterial,commercial,802,605,0,3203,1.326
2026-05-10 08:10:43,rush_morning,v05,v09,CMT8 - Điện Biên Phủ,Võ Văn Tần - Nam Kỳ KN,arterial,residential,370,302,0,1612,1.225
2026-05-10 08:10:43,rush_morning,v05,v10,CMT8 - Điện Biên Phủ,Pasteur - Lê Duẩn,arterial,mixed,544,397,0,2086,1.37
2026-05-10 08:10:43,rush_morning,v06,v01,Cầu Sài Gòn,Bến Thành,bridge,commercial,964,879,0,5617,1.097
2026-05-10 08:10:43,rush_morning,v06,v02,Cầu Sài Gòn,Điện Biên Phủ - Hai BT,bridge,arterial,647,589,0,4972,1.098
2026-05-10 08:10:43,rush_morning,v06,v03,Cầu Sài Gòn,Vòng xoay Dân Chủ,bridge,roundabout,940,849,0,5962,1.107
2026-05-10 08:10:43,rush_morning,v06,v04,Cầu Sài Gòn,Lê Văn Sỹ - N.Đ.Chiểu,bridge,residential,725,653,0,5393,1.11
2026-05-10 08:10:43,rush_morning,v06,v05,Cầu Sài Gòn,CMT8 - Điện Biên Phủ,bridge,arterial,903,795,0,6311,1.136
2026-05-10 08:10:43,rush_morning,v06,v07,Cầu Sài Gòn,Nguyễn Huệ - Lê Lợi,bridge,commercial,869,832,0,5140,1.044
2026-05-10 08:10:43,rush_morning,v06,v08,Cầu Sài Gòn,Hàm Nghi - Tôn Đức Thắng,bridge,commercial,775,743,0,5142,1.043
2026-05-10 08:10:43,rush_morning,v06,v09,Cầu Sài Gòn,Võ Văn Tần - Nam Kỳ KN,bridge,residential,884,775,0,5775,1.141
2026-05-10 08:10:43,rush_morning,v06,v10,Cầu Sài Gòn,Pasteur - Lê Duẩn,bridge,mixed,783,731,0,4846,1.071
2026-05-10 08:10:43,rush_morning,v07,v01,Nguyễn Huệ - Lê Lợi,Bến Thành,commercial,commercial,254,217,0,890,1.171
2026-05-10 08:10:43,rush_morning,v07,v02,Nguyễn Huệ - Lê Lợi,Điện Biên Phủ - Hai BT,commercial,arterial,585,516,0,2371,1.134
2026-05-10 08:10:43,rush_morning,v07,v03,Nguyễn Huệ - Lê Lợi,Vòng xoay Dân Chủ,commercial,roundabout,484,425,0,1788,1.139
2026-05-10 08:10:43,rush_morning,v07,v04,Nguyễn Huệ - Lê Lợi,Lê Văn Sỹ - N.Đ.Chiểu,commercial,residential,535,481,0,2275,1.112
2026-05-10 08:10:43,rush_morning,v07,v05,Nguyễn Huệ - Lê Lợi,CMT8 - Điện Biên Phủ,commercial,arterial,712,623,0,3192,1.143
2026-05-10 08:10:43,rush_morning,v07,v06,Nguyễn Huệ - Lê Lợi,Cầu Sài Gòn,commercial,bridge,766,730,0,5053,1.049
2026-05-10 08:10:43,rush_morning,v07,v08,Nguyễn Huệ - Lê Lợi,Hàm Nghi - Tôn Đức Thắng,commercial,commercial,78,72,0,231,1.083
2026-05-10 08:10:43,rush_morning,v07,v09,Nguyễn Huệ - Lê Lợi,Võ Văn Tần - Nam Kỳ KN,commercial,residential,474,423,0,1957,1.121
2026-05-10 08:10:43,rush_morning,v07,v10,Nguyễn Huệ - Lê Lợi,Pasteur - Lê Duẩn,commercial,mixed,376,346,0,1512,1.087
2026-05-10 08:10:43,rush_morning,v08,v01,Hàm Nghi - Tôn Đức Thắng,Bến Thành,commercial,commercial,303,260,0,1033,1.165
2026-05-10 08:10:43,rush_morning,v08,v02,Hàm Nghi - Tôn Đức Thắng,Điện Biên Phủ - Hai BT,commercial,arterial,634,559,0,2515,1.134
2026-05-10 08:10:43,rush_morning,v08,v03,Hàm Nghi - Tôn Đức Thắng,Vòng xoay Dân Chủ,commercial,roundabout,533,468,0,1932,1.139
2026-05-10 08:10:43,rush_morning,v08,v04,Hàm Nghi - Tôn Đức Thắng,Lê Văn Sỹ - N.Đ.Chiểu,commercial,residential,584,524,0,2419,1.115
2026-05-10 08:10:43,rush_morning,v08,v05,Hàm Nghi - Tôn Đức Thắng,CMT8 - Điện Biên Phủ,commercial,arterial,761,666,0,3336,1.143
2026-05-10 08:10:43,rush_morning,v08,v06,Hàm Nghi - Tôn Đức Thắng,Cầu Sài Gòn,commercial,bridge,740,707,0,4887,1.047
2026-05-10 08:10:43,rush_morning,v08,v07,Hàm Nghi - Tôn Đức Thắng,Nguyễn Huệ - Lê Lợi,commercial,commercial,246,236,0,863,1.042
2026-05-10 08:10:43,rush_morning,v08,v09,Hàm Nghi - Tôn Đức Thắng,Võ Văn Tần - Nam Kỳ KN,commercial,residential,523,466,0,2100,1.122
2026-05-10 08:10:43,rush_morning,v08,v10,Hàm Nghi - Tôn Đức Thắng,Pasteur - Lê Duẩn,commercial,mixed,425,390,0,1655,1.09
2026-05-10 08:10:43,rush_morning,v09,v01,Võ Văn Tần - Nam Kỳ KN,Bến Thành,residential,commercial,495,426,0,2069,1.162
2026-05-10 08:10:43,rush_morning,v09,v02,Võ Văn Tần - Nam Kỳ KN,Điện Biên Phủ - Hai BT,residential,arterial,335,287,0,1424,1.167
2026-05-10 08:10:43,rush_morning,v09,v03,Võ Văn Tần - Nam Kỳ KN,Vòng xoay Dân Chủ,residential,roundabout,287,266,0,1178,1.079
2026-05-10 08:10:43,rush_morning,v09,v04,Võ Văn Tần - Nam Kỳ KN,Lê Văn Sỹ - N.Đ.Chiểu,residential,residential,250,223,0,1055,1.121
2026-05-10 08:10:43,rush_morning,v09,v05,Võ Văn Tần - Nam Kỳ KN,CMT8 - Điện Biên Phủ,residential,arterial,250,213,0,1247,1.174
2026-05-10 08:10:43,rush_morning,v09,v06,Võ Văn Tần - Nam Kỳ KN,Cầu Sài Gòn,residential,bridge,782,709,0,5442,1.103
2026-05-10 08:10:43,rush_morning,v09,v07,Võ Văn Tần - Nam Kỳ KN,Nguyễn Huệ - Lê Lợi,residential,commercial,607,547,0,2517,1.11
2026-05-10 08:10:43,rush_morning,v09,v08,Võ Văn Tần - Nam Kỳ KN,Hàm Nghi - Tôn Đức Thắng,residential,commercial,633,556,0,2605,1.138
2026-05-10 08:10:43,rush_morning,v09,v10,Võ Văn Tần - Nam Kỳ KN,Pasteur - Lê Duẩn,residential,mixed,358,329,0,1488,1.088
2026-05-10 08:10:43,rush_morning,v10,v01,Pasteur - Lê Duẩn,Bến Thành,mixed,commercial,391,334,0,1579,1.171
2026-05-10 08:10:43,rush_morning,v10,v02,Pasteur - Lê Duẩn,Điện Biên Phủ - Hai BT,mixed,arterial,216,188,0,890,1.149
2026-05-10 08:10:43,rush_morning,v10,v03,Pasteur - Lê Duẩn,Vòng xoay Dân Chủ,mixed,roundabout,290,254,0,1038,1.142
2026-05-10 08:10:43,rush_morning,v10,v04,Pasteur - Lê Duẩn,Lê Văn Sỹ - N.Đ.Chiểu,mixed,residential,348,302,0,1422,1.152
2026-05-10 08:10:43,rush_morning,v10,v05,Pasteur - Lê Duẩn,CMT8 - Điện Biên Phủ,mixed,arterial,525,444,0,2339,1.182
