timestamp,time_label,src_node,dst_node,src_name,dst_name,src_poi,dst_poi,travel_time_s,free_flow_time_s,traffic_delay_s,length_m,congestion_ratio
2026-05-08 14:36:55,normal,v01,v02,Bến Thành,Điện Biên Phủ - Hai BT,commercial,arterial,949,603,29,2482,1.574
2026-05-08 14:36:55,normal,v01,v03,Bến Thành,Vòng xoay Dân Chủ,commercial,roundabout,515,303,0,1767,1.7
2026-05-08 14:36:55,normal,v01,v04,Bến Thành,Lê Văn Sỹ - N.Đ.Chiểu,commercial,residential,936,580,0,2857,1.614
2026-05-08 14:36:55,normal,v01,v05,Bến Thành,CMT8 - Điện Biên Phủ,commercial,arterial,842,508,0,2773,1.657
2026-05-08 14:36:55,normal,v01,v06,Bến Thành,Cầu Sài Gòn,commercial,bridge,972,789,0,5530,1.232
2026-05-08 14:36:55,normal,v01,v07,Bến Thành,Nguyễn Huệ - Lê Lợi,commercial,commercial,319,250,0,844,1.276
2026-05-08 14:36:55,normal,v01,v08,Bến Thành,Hàm Nghi - Tôn Đức Thắng,commercial,commercial,352,264,0,1180,1.333
2026-05-08 14:36:55,normal,v01,v09,Bến Thành,Võ Văn Tần - Nam Kỳ KN,commercial,residential,680,354,166,1918,1.921
2026-05-08 14:36:55,normal,v01,v10,Bến Thành,Pasteur - Lê Duẩn,commercial,mixed,623,392,29,1572,1.589
2026-05-08 14:36:55,normal,v02,v01,Điện Biên Phủ - Hai BT,Bến Thành,arterial,commercial,863,453,223,2320,1.905
2026-05-08 14:36:55,normal,v02,v03,Điện Biên Phủ - Hai BT,Vòng xoay Dân Chủ,arterial,roundabout,599,311,145,1469,1.926
2026-05-08 14:36:55,normal,v02,v04,Điện Biên Phủ - Hai BT,Lê Văn Sỹ - N.Đ.Chiểu,arterial,residential,155,114,0,531,1.36
2026-05-08 14:36:55,normal,v02,v05,Điện Biên Phủ - Hai BT,CMT8 - Điện Biên Phủ,arterial,arterial,356,255,0,1448,1.396
2026-05-08 14:36:55,normal,v02,v06,Điện Biên Phủ - Hai BT,Cầu Sài Gòn,arterial,bridge,722,525,99,4405,1.375
2026-05-08 14:36:55,normal,v02,v07,Điện Biên Phủ - Hai BT,Nguyễn Huệ - Lê Lợi,arterial,commercial,821,497,121,2272,1.652
2026-05-08 14:36:55,normal,v02,v08,Điện Biên Phủ - Hai BT,Hàm Nghi - Tôn Đức Thắng,arterial,commercial,912,607,117,2609,1.502
2026-05-08 14:36:55,normal,v02,v09,Điện Biên Phủ - Hai BT,Võ Văn Tần - Nam Kỳ KN,arterial,residential,568,377,0,1720,1.507
2026-05-08 14:36:55,normal,v02,v10,Điện Biên Phủ - Hai BT,Pasteur - Lê Duẩn,arterial,mixed,500,247,121,1217,2.024
2026-05-08 14:36:55,normal,v03,v01,Vòng xoay Dân Chủ,Bến Thành,roundabout,commercial,451,297,0,1529,1.519
2026-05-08 14:36:55,normal,v03,v02,Vòng xoay Dân Chủ,Điện Biên Phủ - Hai BT,roundabout,arterial,457,295,0,1221,1.549
2026-05-08 14:36:55,normal,v03,v04,Vòng xoay Dân Chủ,Lê Văn Sỹ - N.Đ.Chiểu,roundabout,residential,504,321,0,1477,1.57
2026-05-08 14:36:55,normal,v03,v05,Vòng xoay Dân Chủ,CMT8 - Điện Biên Phủ,roundabout,arterial,609,369,0,2009,1.65
2026-05-08 14:36:55,normal,v03,v06,Vòng xoay Dân Chủ,Cầu Sài Gòn,roundabout,bridge,827,652,0,5174,1.268
2026-05-08 14:36:55,normal,v03,v07,Vòng xoay Dân Chủ,Nguyễn Huệ - Lê Lợi,roundabout,commercial,470,342,0,1481,1.374
2026-05-08 14:36:55,normal,v03,v08,Vòng xoay Dân Chủ,Hàm Nghi - Tôn Đức Thắng,roundabout,commercial,551,413,0,1712,1.334
2026-05-08 14:36:55,normal,v03,v09,Vòng xoay Dân Chủ,Võ Văn Tần - Nam Kỳ KN,roundabout,residential,328,158,111,756,2.076
2026-05-08 14:36:55,normal,v03,v10,Vòng xoay Dân Chủ,Pasteur - Lê Duẩn,roundabout,mixed,117,63,0,311,1.857
